ticker,company_name,sector,year,match_type,stated_year_used,stated_lag_years,align_cosine_raw,align_cosine_centered,authenticity_score,top_say,top_do,largest_overclaim,overclaim_gap,largest_underclaim,underclaim_gap
TMO,Thermo Fisher Scientific,Healthcare,2021,carried_forward,2017,4,0.2282,0.1592,58.0,innovation_technology,financial_growth_shareholder,customer_focus,0.4582,financial_growth_shareholder,-0.2716
TMO,Thermo Fisher Scientific,Healthcare,2022,carried_forward,2017,5,0.2562,0.291,64.5,innovation_technology,financial_growth_shareholder,customer_focus,0.4588,financial_growth_shareholder,-0.2252
TMO,Thermo Fisher Scientific,Healthcare,2023,carried_forward,2017,6,0.1949,-0.071,46.5,innovation_technology,financial_growth_shareholder,customer_focus,0.4707,financial_growth_shareholder,-0.2547
TMO,Thermo Fisher Scientific,Healthcare,2024,carried_forward,2017,7,0.2772,0.2364,61.8,innovation_technology,financial_growth_shareholder,customer_focus,0.4539,financial_growth_shareholder,-0.2713
UNH,UnitedHealth Group,Healthcare,2018,same_year,2018,0,0.2498,-0.5797,21.0,innovation_technology,financial_growth_shareholder,innovation_technology,0.2205,financial_growth_shareholder,-0.2808
UNH,UnitedHealth Group,Healthcare,2019,same_year,2019,0,0.2644,-0.3811,30.9,innovation_technology,financial_growth_shareholder,innovation_technology,0.3629,financial_growth_shareholder,-0.2945
UNH,UnitedHealth Group,Healthcare,2020,carried_forward,2019,1,0.2986,-0.4396,28.0,innovation_technology,financial_growth_shareholder,innovation_technology,0.3553,financial_growth_shareholder,-0.2634
UNH,UnitedHealth Group,Healthcare,2021,carried_forward,2019,2,0.3121,-0.3952,30.2,innovation_technology,financial_growth_shareholder,innovation_technology,0.3611,financial_growth_shareholder,-0.2451
UNH,UnitedHealth Group,Healthcare,2022,carried_forward,2019,3,0.2473,-0.3988,30.1,innovation_technology,financial_growth_shareholder,innovation_technology,0.3664,financial_growth_shareholder,-0.2586
UNH,UnitedHealth Group,Healthcare,2023,carried_forward,2019,4,0.2681,-0.4704,26.5,innovation_technology,financial_growth_shareholder,innovation_technology,0.362,financial_growth_shareholder,-0.2422
UNH,UnitedHealth Group,Healthcare,2024,carried_forward,2019,5,0.3169,-0.299,35.0,innovation_technology,integrity_ethics,innovation_technology,0.3462,integrity_ethics,-0.2434
AVGO,Broadcom,Technology,2019,carried_forward,2018,1,0.2158,-0.1827,40.9,innovation_technology,people_talent,customer_focus,0.2507,people_talent,-0.2882
AVGO,Broadcom,Technology,2020,carried_forward,2018,2,0.2618,0.0949,54.7,innovation_technology,diversity_inclusion,customer_focus,0.2526,diversity_inclusion,-0.3708
AVGO,Broadcom,Technology,2021,carried_forward,2018,3,0.1886,-0.0283,48.6,innovation_technology,diversity_inclusion,customer_focus,0.2454,diversity_inclusion,-0.4215
AVGO,Broadcom,Technology,2022,carried_forward,2018,4,0.2944,0.0946,54.7,innovation_technology,diversity_inclusion,customer_focus,0.2497,diversity_inclusion,-0.3294
AVGO,Broadcom,Technology,2023,carried_forward,2018,5,0.2673,0.0563,52.8,innovation_technology,diversity_inclusion,customer_focus,0.2436,diversity_inclusion,-0.3816
AVGO,Broadcom,Technology,2024,carried_forward,2018,6,0.3307,0.0842,54.2,innovation_technology,diversity_inclusion,customer_focus,0.2515,diversity_inclusion,-0.3179
CRM,Salesforce,Technology,2017,same_year,2017,0,0.4498,0.3678,68.4,innovation_technology,people_talent,customer_focus,0.3352,diversity_inclusion,-0.2301
CRM,Salesforce,Technology,2018,same_year,2018,0,0.3648,0.1224,56.1,innovation_technology,diversity_inclusion,customer_focus,0.3334,diversity_inclusion,-0.276
CRM,Salesforce,Technology,2019,same_year,2019,0,0.372,0.1038,55.2,innovation_technology,diversity_inclusion,innovation_technology,0.3396,diversity_inclusion,-0.297
CRM,Salesforce,Technology,2020,same_year,2020,0,0.4932,0.3963,69.8,innovation_technology,people_talent,innovation_technology,0.3174,diversity_inclusion,-0.1972
CRM,Salesforce,Technology,2021,same_year,2021,0,0.4422,0.3398,67.0,innovation_technology,people_talent,customer_focus,0.352,diversity_inclusion,-0.2229
CRM,Salesforce,Technology,2022,carried_forward,2021,1,0.4062,0.2632,63.2,innovation_technology,people_talent,customer_focus,0.367,diversity_inclusion,-0.2335
CRM,Salesforce,Technology,2023,carried_forward,2021,2,0.4017,0.2452,62.3,innovation_technology,diversity_inclusion,customer_focus,0.3599,diversity_inclusion,-0.2074
CRM,Salesforce,Technology,2024,carried_forward,2021,3,0.4041,0.3058,65.3,innovation_technology,diversity_inclusion,customer_focus,0.3573,diversity_inclusion,-0.2124
GOOGL,Alphabet,Technology,2016,same_year,2016,0,0.7793,0.342,67.1,innovation_technology,innovation_technology,customer_focus,0.1567,diversity_inclusion,-0.2047
GOOGL,Alphabet,Technology,2017,same_year,2017,0,0.7772,0.1819,59.1,innovation_technology,innovation_technology,customer_focus,0.155,diversity_inclusion,-0.2096
GOOGL,Alphabet,Technology,2018,same_year,2018,0,0.7499,0.204,60.2,innovation_technology,diversity_inclusion,customer_focus,0.1545,diversity_inclusion,-0.2327
GOOGL,Alphabet,Technology,2019,same_year,2019,0,0.748,0.0842,54.2,innovation_technology,diversity_inclusion,customer_focus,0.1565,diversity_inclusion,-0.215
GOOGL,Alphabet,Technology,2020,same_year,2020,0,0.75,0.1299,56.5,innovation_technology,innovation_technology,customer_focus,0.1547,diversity_inclusion,-0.206
GOOGL,Alphabet,Technology,2021,same_year,2021,0,0.7203,0.1032,55.2,innovation_technology,integrity_ethics,innovation_technology,0.1602,diversity_inclusion,-0.1515
GOOGL,Alphabet,Technology,2022,same_year,2022,0,0.6168,-0.1789,41.1,innovation_technology,integrity_ethics,innovation_technology,0.1991,sustainability_environment,-0.1762
GOOGL,Alphabet,Technology,2023,same_year,2023,0,0.7217,0.1938,59.7,innovation_technology,integrity_ethics,innovation_technology,0.1715,diversity_inclusion,-0.1289
GOOGL,Alphabet,Technology,2024,same_year,2024,0,0.7433,0.3087,65.4,innovation_technology,integrity_ethics,customer_focus,0.1543,integrity_ethics,-0.1194
IBM,IBM,Technology,2020,same_year,2020,0,0.6518,0.6155,80.8,innovation_technology,people_talent,innovation_technology,0.2448,financial_growth_shareholder,-0.1583
IBM,IBM,Technology,2021,same_year,2021,0,0.5481,0.3201,66.0,innovation_technology,people_talent,innovation_technology,0.3119,diversity_inclusion,-0.1888
IBM,IBM,Technology,2022,same_year,2022,0,0.5308,0.5631,78.2,innovation_technology,people_talent,innovation_technology,0.3864,diversity_inclusion,-0.1845
IBM,IBM,Technology,2023,same_year,2023,0,0.5439,0.3683,68.4,innovation_technology,people_talent,innovation_technology,0.3041,integrity_ethics,-0.1558
IBM,IBM,Technology,2024,same_year,2024,0,0.7125,0.6546,82.7,innovation_technology,sustainability_environment,innovation_technology,0.2046,integrity_ethics,-0.1541
INTC,Intel,Technology,2016,same_year,2016,0,0.6093,-0.024,48.8,innovation_technology,diversity_inclusion,customer_focus,0.1678,integrity_ethics,-0.1623
INTC,Intel,Technology,2017,same_year,2017,0,0.8621,-0.0474,47.6,innovation_technology,diversity_inclusion,customer_focus,0.0969,quality_excellence,-0.1024
INTC,Intel,Technology,2018,same_year,2018,0,0.8574,0.3716,68.6,innovation_technology,diversity_inclusion,innovation_technology,0.1341,financial_growth_shareholder,-0.1008
INTC,Intel,Technology,2019,same_year,2019,0,0.8857,0.4511,72.6,innovation_technology,diversity_inclusion,innovation_technology,0.1231,financial_growth_shareholder,-0.0921
INTC,Intel,Technology,2020,same_year,2020,0,0.7253,0.2984,64.9,innovation_technology,diversity_inclusion,customer_focus,0.1133,diversity_inclusion,-0.1442
INTC,Intel,Technology,2021,same_year,2021,0,0.7291,0.3536,67.7,innovation_technology,diversity_inclusion,customer_focus,0.1337,diversity_inclusion,-0.1632
INTC,Intel,Technology,2022,same_year,2022,0,0.7343,0.4134,70.7,innovation_technology,diversity_inclusion,customer_focus,0.1357,diversity_inclusion,-0.1521
INTC,Intel,Technology,2023,same_year,2023,0,0.7106,-0.1138,44.3,innovation_technology,diversity_inclusion,customer_focus,0.1072,diversity_inclusion,-0.2162
INTC,Intel,Technology,2024,same_year,2024,0,0.754,0.528,76.4,innovation_technology,people_talent,customer_focus,0.1107,diversity_inclusion,-0.1685
META,Meta Platforms,Technology,2016,same_year,2016,0,0.3794,0.2346,61.7,people_talent,integrity_ethics,community_social_impact,0.4278,integrity_ethics,-0.2546
META,Meta Platforms,Technology,2017,same_year,2017,0,0.0319,-0.0557,47.2,customer_focus,integrity_ethics,customer_focus,0.9842,integrity_ethics,-0.3877
META,Meta Platforms,Technology,2018,carried_forward,2017,1,0.05,-0.0284,48.6,customer_focus,integrity_ethics,customer_focus,0.9764,integrity_ethics,-0.3732
META,Meta Platforms,Technology,2019,same_year,2019,0,0.3164,0.0329,51.6,people_talent,integrity_ethics,community_social_impact,0.4234,integrity_ethics,-0.3043
META,Meta Platforms,Technology,2020,carried_forward,2019,1,0.3819,0.1308,56.5,people_talent,diversity_inclusion,community_social_impact,0.4315,diversity_inclusion,-0.2645
META,Meta Platforms,Technology,2021,carried_forward,2019,2,0.3719,-0.0443,47.8,people_talent,diversity_inclusion,community_social_impact,0.4293,diversity_inclusion,-0.1897
META,Meta Platforms,Technology,2022,carried_forward,2019,3,0.3725,-0.0006,50.0,people_talent,integrity_ethics,community_social_impact,0.4094,integrity_ethics,-0.192
META,Meta Platforms,Technology,2023,carried_forward,2019,4,0.3426,-0.0208,49.0,people_talent,integrity_ethics,community_social_impact,0.4386,integrity_ethics,-0.2065
META,Meta Platforms,Technology,2024,carried_forward,2019,5,0.3056,-0.2468,37.7,people_talent,financial_growth_shareholder,community_social_impact,0.4561,financial_growth_shareholder,-0.1956
MSFT,Microsoft,Technology,2016,same_year,2016,0,0.3011,-0.0496,47.5,innovation_technology,financial_growth_shareholder,sustainability_environment,0.1958,financial_growth_shareholder,-0.3252
MSFT,Microsoft,Technology,2017,same_year,2017,0,0.1983,-0.1836,40.8,innovation_technology,financial_growth_shareholder,innovation_technology,0.2366,financial_growth_shareholder,-0.2842
MSFT,Microsoft,Technology,2018,same_year,2018,0,0.5624,-0.1841,40.8,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.1708,financial_growth_shareholder,-0.2323
MSFT,Microsoft,Technology,2019,same_year,2019,0,0.615,-0.0169,49.2,innovation_technology,financial_growth_shareholder,community_social_impact,0.1592,financial_growth_shareholder,-0.2036
MSFT,Microsoft,Technology,2020,same_year,2020,0,0.2979,0.1365,56.8,innovation_technology,financial_growth_shareholder,community_social_impact,0.2239,financial_growth_shareholder,-0.2117
MSFT,Microsoft,Technology,2021,same_year,2021,0,0.5012,0.0481,52.4,sustainability_environment,people_talent,sustainability_environment,0.2437,financial_growth_shareholder,-0.1792
MSFT,Microsoft,Technology,2022,same_year,2022,0,0.5773,0.1235,56.2,sustainability_environment,financial_growth_shareholder,sustainability_environment,0.2025,financial_growth_shareholder,-0.1708
MSFT,Microsoft,Technology,2023,same_year,2023,0,0.5785,0.0269,51.3,sustainability_environment,integrity_ethics,sustainability_environment,0.2127,financial_growth_shareholder,-0.1749
MSFT,Microsoft,Technology,2024,same_year,2024,0,0.6278,0.0903,54.5,sustainability_environment,innovation_technology,sustainability_environment,0.2134,financial_growth_shareholder,-0.171
NVDA,NVIDIA,Technology,2018,same_year,2018,0,0.143,-0.0922,45.4,innovation_technology,people_talent,innovation_technology,0.9351,people_talent,-0.3216
NVDA,NVIDIA,Technology,2019,same_year,2019,0,0.2163,0.099,54.9,innovation_technology,diversity_inclusion,innovation_technology,0.9032,diversity_inclusion,-0.3063
NVDA,NVIDIA,Technology,2020,same_year,2020,0,0.1414,-0.1196,44.0,innovation_technology,people_talent,innovation_technology,0.9368,people_talent,-0.3226
NVDA,NVIDIA,Technology,2021,same_year,2021,0,0.4085,0.4855,74.3,innovation_technology,diversity_inclusion,innovation_technology,0.8349,diversity_inclusion,-0.236
NVDA,NVIDIA,Technology,2023,same_year,2023,0,0.3618,0.3327,66.6,innovation_technology,diversity_inclusion,innovation_technology,0.8509,diversity_inclusion,-0.2578
NVDA,NVIDIA,Technology,2024,same_year,2024,0,0.3411,0.331,66.5,innovation_technology,diversity_inclusion,innovation_technology,0.8654,diversity_inclusion,-0.2454
ORCL,Oracle,Technology,2018,same_year,2018,0,0.3087,0.0626,53.1,customer_focus,diversity_inclusion,customer_focus,0.3158,diversity_inclusion,-0.3359
ORCL,Oracle,Technology,2019,same_year,2019,0,0.3357,0.0843,54.2,innovation_technology,diversity_inclusion,innovation_technology,0.3339,diversity_inclusion,-0.3163
ORCL,Oracle,Technology,2020,same_year,2020,0,0.2768,0.0705,53.5,innovation_technology,diversity_inclusion,innovation_technology,0.5013,diversity_inclusion,-0.3536
ORCL,Oracle,Technology,2021,same_year,2021,0,0.6291,0.5522,77.6,innovation_technology,diversity_inclusion,innovation_technology,0.418,integrity_ethics,-0.1699
ORCL,Oracle,Technology,2022,same_year,2022,0,0.7229,0.8027,90.1,innovation_technology,diversity_inclusion,community_social_impact,0.1239,integrity_ethics,-0.1366
ORCL,Oracle,Technology,2023,same_year,2023,0,0.2801,0.0993,55.0,innovation_technology,diversity_inclusion,innovation_technology,0.4785,diversity_inclusion,-0.3529
ORCL,Oracle,Technology,2024,same_year,2024,0,0.3334,0.1311,56.6,innovation_technology,diversity_inclusion,innovation_technology,0.4683,diversity_inclusion,-0.2546
